Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
K435,Google - US,4.3E+16,italy plane tickets,Broad,Google_Yearlong 2006,Google|Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,6.00,22.16,3.69,50.00,0.12,2.28,0.00,0.00,0.00,22.16,0.00
K435,Google - US,4.3E+16,fly to rome,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,19.00,22.24,1.17,532.00,0.04,6.56,0.00,0.00,0.00,22.24,0.00
K435,Google - US,4.3E+16,rome tickets,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,15.00,22.30,1.49,829.00,0.02,3.07,0.00,0.00,0.00,22.30,0.00
K435,Google - US,4.3E+16,barcelona flight,Broad,Geo Targeted DC,DC to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,22.39,3.20,134.00,0.05,1.36,0.00,0.00,0.00,22.39,0.00
K435,Google - US,4.3E+16,spain airline,Broad,Western Europe Destinations,Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,14.00,22.45,1.60,509.00,0.03,1.32,0.00,0.00,0.00,22.45,0.00
K435,Google - US,4.3E+16,turkey flight,Broad,Western Europe Destinations,Turkey,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,14.00,22.47,1.61,609.00,0.02,1.65,0.00,0.00,0.00,22.47,0.00
K435,Google - US,4.3E+16,italy cheap tickets,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,8.00,22.49,2.81,22.00,0.36,1.63,0.00,0.00,0.00,22.49,0.00
K435,Google - US,4.3E+16,london cheap tickets,Broad,Google_Yearlong 2006,Google|London,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,22.50,2.05,313.00,0.04,2.78,0.00,0.00,0.00,22.50,0.00
K435,Google - US,4.3E+16,italy cheap tickets,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,23.00,22.56,0.98,667.00,0.03,5.28,0.00,0.00,0.00,22.56,0.00
K435,Google - US,4.3E+16,london flights,Broad,Google_Yearlong 2006,Google|London,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,22.70,2.06,463.00,0.02,3.41,0.00,0.00,0.00,22.70,0.00
K435,Google - US,4.3E+16,rome airline,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,22.79,2.85,110.00,0.07,1.05,0.00,0.00,0.00,22.79,0.00
K435,Google - US,4.3E+16,spain airfare,Broad,Western Europe Destinations,Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,22.81,2.85,154.00,0.05,1.59,0.00,0.00,0.00,22.81,0.00
K435,Google - US,4.3E+16,rome airline,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,16.00,22.83,1.43,492.00,0.03,1.81,0.00,0.00,0.00,22.83,0.00
K435,Google - US,4.3E+16,paris cheap flight,Broad,Geo Targeted Boston,Boston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,10.00,22.99,2.30,63.00,0.16,2.41,0.00,0.00,0.00,22.99,0.00
K435,Google - US,4.3E+16,cheap international flights,Broad,Geo Targeted Detroit,Cheap International Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,6.00,23.07,3.85,121.00,0.05,2.05,0.00,0.00,0.00,23.07,0.00
K435,Google - US,4.3E+16,barcelona tickets,Broad,Western Europe Destinations,Barcelona,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,15.00,23.09,1.54,1783.00,0.01,5.58,0.00,0.00,0.00,23.09,0.00
K435,Google - US,4.3E+16,rome fares,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,19.00,23.35,1.23,182.00,0.10,2.30,0.00,0.00,0.00,23.35,0.00
K435,Google - US,4.3E+16,paris ticket,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,23.50,3.36,141.00,0.05,1.45,0.00,0.00,0.00,23.50,0.00
K435,Google - US,4.3E+16,florence flight,Broad,Google_Yearlong 2006,Google|Florence,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,10.00,23.70,2.37,239.00,0.04,1.46,0.00,0.00,0.00,23.70,0.00
K435,Google - US,4.3E+16,athens flights,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,9.00,23.91,2.66,85.00,0.11,1.27,0.00,0.00,0.00,23.91,0.00
K435,Google - US,4.3E+16,frankfurt flights,Broad,Google_Yearlong 2006,Google|Frankfurt,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,6.00,24.02,4.00,221.00,0.03,1.73,0.00,0.00,0.00,24.02,0.00
K435,Google - US,4.3E+16,geneva airlines,Broad,Google_Yearlong 2006,Google|Geneva,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,24.10,3.01,142.00,0.06,1.45,0.00,0.00,0.00,24.10,0.00
K435,Google - US,4.3E+16,france flight deals,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,5.00,24.21,4.84,68.00,0.07,2.03,0.00,0.00,0.00,24.21,0.00
K435,Google - US,4.3E+16,italy cheap flights,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,7.00,24.24,3.46,54.00,0.13,1.63,0.00,0.00,0.00,24.24,0.00
K435,Google - US,4.3E+16,france flights,Broad,Geo Targeted Chicago,Chicago to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,12.00,24.30,2.03,938.00,0.01,1.63,0.00,0.00,0.00,24.30,0.00
K435,Google - US,4.3E+16,paris cheap fares,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,9.00,24.46,2.72,42.00,0.21,1.40,0.00,0.00,0.00,24.46,0.00
K435,Google - US,4.3E+16,madrid airline,Broad,Google_Yearlong 2006,Google|Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,24.62,2.24,575.00,0.02,1.41,0.00,0.00,0.00,24.62,0.00
K435,Google - US,4.3E+16,international flights,Broad,Geo Targeted DC,International DC,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,8.00,24.71,3.09,567.00,0.01,5.20,0.00,0.00,0.00,24.71,0.00
K435,Google - US,4.3E+16,rome ticket,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,12.00,24.72,2.06,361.00,0.03,1.68,0.00,0.00,0.00,24.72,0.00
K435,Google - US,4.3E+16,istanbul cheap flights,Broad,Google_Yearlong 2006,Google|Istanbul,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,19.00,24.74,1.30,860.00,0.02,1.39,0.00,0.00,0.00,24.74,0.00
K435,Google - US,4.3E+16,flights to nuremberg,Broad,Google_Yearlong 2006,Google|Nuremberg,nuremberg,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,24.79,3.10,173.00,0.05,1.31,0.00,0.00,0.00,24.79,0.00
K435,Google - US,4.3E+16,italy flight,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,13.00,25.14,1.93,563.00,0.02,2.07,0.00,0.00,0.00,25.14,0.00
K435,Google - US,4.3E+16,hamburg flights,Broad,Google_Yearlong 2006,Google|Hamburg,hamburg,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,25.23,3.15,342.00,0.02,1.14,0.00,0.00,0.00,25.23,0.00
K435,Google - US,4.3E+16,india airfare,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,13.00,25.26,1.94,586.00,0.02,1.13,0.00,0.00,0.00,25.26,0.00
K435,Google - US,4.3E+16,paris airline,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,12.00,25.36,2.11,136.00,0.09,1.29,0.00,0.00,0.00,25.36,0.00
K435,Google - US,4.3E+16,fly to spain,Broad,Western Europe Destinations,Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,25.39,2.31,197.00,0.06,1.46,0.00,0.00,0.00,25.39,0.00
K435,Google - US,4.3E+16,india vacation,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,25.40,3.63,750.00,0.01,1.33,0.00,0.00,0.00,25.40,0.00
K435,Google - US,4.3E+16,cheap international flights,Broad,Geo Targeted Los Angeles,Cheap International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,9.00,25.43,2.83,132.00,0.07,2.67,0.00,0.00,0.00,25.43,0.00
K435,Google - US,4.3E+16,italy tickets,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,13.00,25.71,1.98,895.00,0.01,3.00,0.00,0.00,0.00,25.71,0.00
K435,Google - US,4.3E+16,spain tickets,Broad,Western Europe Destinations,Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,12.00,25.75,2.15,453.00,0.03,2.02,0.00,0.00,0.00,25.75,0.00
K435,Google - US,4.3E+16,paris air ticket,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,9.00,25.80,2.87,67.00,0.13,1.63,0.00,0.00,0.00,25.80,0.00
K435,Google - US,4.3E+16,london airfare,Broad,Google_Yearlong 2006,Google|London,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,16.00,25.94,1.62,797.00,0.02,2.73,0.00,0.00,0.00,25.94,0.00
K435,Google - US,4.3E+16,france cheap airlines,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,10.00,25.99,2.60,105.00,0.10,1.13,0.00,0.00,0.00,25.99,0.00
K435,Google - US,4.3E+16,paris cheap tickets,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,12.00,26.00,2.17,134.00,0.09,2.54,0.00,0.00,0.00,26.00,0.00
K435,Google - US,4.3E+16,european flight,Broad,Google_Yearlong 2006,Google|Europe,discount,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,26.04,2.37,398.00,0.03,1.61,0.00,0.00,0.00,26.04,0.00
K435,Google - US,4.3E+16,international fare,Broad,Google_Yearlong 2006,Google|International General,internationalgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,26.17,2.38,256.00,0.04,1.58,0.00,0.00,0.00,26.17,0.00
K435,Google - US,4.3E+16,florence travel,Broad,Western Europe Destinations,Florence,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,26.22,2.38,1731.00,0.01,2.03,0.00,0.00,0.00,26.22,0.00
K435,Google - US,4.3E+16,paris tickets,Broad,Geo Targeted DC,DC to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,6.00,26.22,4.37,62.00,0.10,1.40,0.00,0.00,0.00,26.22,0.00
K435,Google - US,4.3E+16,paris ticket,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,9.00,26.41,2.93,160.00,0.06,1.45,0.00,0.00,0.00,26.41,0.00
K435,Google - US,4.3E+16,venice flight,Broad,Google_Yearlong 2006,Google|Venice,venice,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,9.00,26.52,2.95,522.00,0.02,1.61,0.00,0.00,0.00,26.52,0.00
K435,Google - US,4.3E+16,paris cheap airline,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,13.00,26.98,2.08,38.00,0.34,1.16,0.00,0.00,0.00,26.98,0.00
K435,Google - US,4.3E+16,france fare,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,10.00,27.25,2.73,107.00,0.09,1.24,0.00,0.00,0.00,27.25,0.00
K435,Google - US,4.3E+16,berlin flights,Broad,Google_Yearlong 2006,Google|Berlin,berlin,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,10.00,27.45,2.75,1116.00,0.01,1.24,0.00,0.00,0.00,27.45,0.00
K435,Google - US,4.3E+16,turkey airports,Broad,Google_Yearlong 2006,Google|Turkey,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,6.00,27.62,4.60,363.00,0.02,1.97,0.00,0.00,0.00,27.62,0.00
K435,Google - US,4.3E+16,international cheap flight,Broad,Google_Yearlong 2006,Google|International General,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,15.00,27.76,1.85,598.00,0.03,1.79,0.00,0.00,0.00,27.76,0.00
K435,Google - US,4.3E+16,london travel,Broad,Google_Yearlong 2006,Google|London,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,14.00,27.83,1.99,817.00,0.02,2.99,0.00,0.00,0.00,27.83,0.00
K435,Google - US,4.3E+16,venice tickets,Broad,Google_Yearlong 2006,Google|Venice,venice,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,27.92,3.99,1132.00,0.01,1.58,0.00,0.00,0.00,27.92,0.00
K435,Google - US,4.3E+16,fly to venice,Broad,Google_Yearlong 2006,Google|Venice,fly,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,20.00,28.05,1.40,153.00,0.13,1.95,0.00,0.00,0.00,28.05,0.00
K435,Google - US,4.3E+16,paris airfare,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,28.30,2.57,114.00,0.10,2.15,0.00,0.00,0.00,28.30,0.00
K435,Google - US,4.3E+16,flight to florence,Broad,Google_Yearlong 2006,Google|Florence,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,12.00,28.40,2.37,133.00,0.09,1.99,0.00,0.00,0.00,28.40,0.00
K435,Google - US,4.3E+16,bucarest flights,Broad,Google_Yearlong 2006,Google|bucarest,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,28.40,3.55,186.00,0.04,1.07,0.00,0.00,0.00,28.40,0.00
K435,Google - US,4.3E+16,germany airfares,Broad,Google_Yearlong 2006,Google|Germany,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,19.00,28.57,1.50,174.00,0.11,1.98,0.00,0.00,0.00,28.57,0.00
K435,Google - US,4.3E+16,fly to madrid,Broad,Google_Yearlong 2006,Google|Madrid,fly,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,13.00,28.59,2.20,166.00,0.08,1.96,0.00,0.00,0.00,28.59,0.00
K435,Google - US,4.3E+16,barcelona cheap tickets,Broad,Google_Yearlong 2006,Google|Barcelona,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,15.00,28.64,1.91,71.00,0.21,2.23,0.00,0.00,0.00,28.64,0.00
K435,Google - US,4.3E+16,paris plane tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,12.00,28.76,2.40,66.00,0.18,1.77,0.00,0.00,0.00,28.76,0.00
K435,Google - US,4.3E+16,flights to hamburg,Broad,Google_Yearlong 2006,Google|Hamburg,hamburg,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,29.06,2.64,275.00,0.04,1.20,0.00,0.00,0.00,29.06,0.00
K435,Google - US,4.3E+16,cheap international airline tickets,Broad,Geo Targeted New York,Cheap International New York,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,10.00,29.18,2.92,700.00,0.01,4.57,0.00,0.00,0.00,29.18,0.00
K435,Google - US,4.3E+16,spain airports,Broad,Google_Yearlong 2006,Google|Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,9.00,29.20,3.24,365.00,0.02,1.99,0.00,0.00,0.00,29.20,0.00
K435,Google - US,4.3E+16,flight to milan,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,25.00,29.20,1.17,653.00,0.04,5.35,0.00,0.00,0.00,29.20,0.00
K435,Google - US,4.3E+16,flight to madrid,Broad,Google_Yearlong 2006,Google|Madrid,flight,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,10.00,29.23,2.92,387.00,0.03,2.16,0.00,0.00,0.00,29.23,0.00
K435,Google - US,4.3E+16,france plane tickets,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,12.00,29.36,2.45,88.00,0.14,1.52,0.00,0.00,0.00,29.36,0.00
K435,Google - US,4.3E+16,england cheap flights,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,10.00,29.40,2.94,52.00,0.19,1.98,0.00,0.00,0.00,29.40,0.00
K435,Google - US,4.3E+16,paris airfares,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,29.40,2.67,54.00,0.20,1.26,0.00,0.00,0.00,29.40,0.00
K435,Google - US,4.3E+16,italy flight,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,8.00,29.41,3.68,133.00,0.06,2.24,0.00,0.00,0.00,29.41,0.00
K435,Google - US,4.3E+16,paris airlines,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,29.52,2.68,219.00,0.05,1.33,0.00,0.00,0.00,29.52,0.00
K435,Google - US,4.3E+16,barcelona airfare,Broad,Google_Yearlong 2006,Google|Barcelona,barcelona,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,18.00,29.60,1.64,671.00,0.03,1.33,0.00,0.00,0.00,29.60,0.00
K435,Google - US,4.3E+16,stuttgart flights,Broad,Google_Yearlong 2006,Google|Stuttgart,stuttgart,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,9.00,29.80,3.31,354.00,0.03,1.20,0.00,0.00,0.00,29.80,0.00
K435,Google - US,4.3E+16,rome airport,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,6.00,29.87,4.98,886.00,0.01,2.07,0.00,0.00,0.00,29.87,0.00
K435,Google - US,4.3E+16,milan flights,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,23.00,29.97,1.30,1272.00,0.02,4.38,0.00,0.00,0.00,29.97,0.00
K435,Google - US,4.3E+16,italy airfares,Broad,Google_Yearlong 2006,Google|Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,21.00,29.99,1.43,241.00,0.09,1.97,0.00,0.00,0.00,29.99,0.00
K435,Google - US,4.3E+16,milan flight,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,20.00,30.33,1.52,518.00,0.04,1.55,0.00,0.00,0.00,30.33,0.00
K435,Google - US,4.3E+16,france cheap fares,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,9.00,30.47,3.39,43.00,0.21,1.26,0.00,0.00,0.00,30.47,0.00
K435,Google - US,4.3E+16,italy airlines,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,10.00,30.96,3.10,237.00,0.04,1.97,0.00,0.00,0.00,30.96,0.00
K435,Google - US,4.3E+16,cheap international airfare,Broad,Geo Targeted Detroit,Cheap International Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,8.00,31.18,3.90,570.00,0.01,1.51,0.00,0.00,0.00,31.18,0.00
K435,Google - US,4.3E+16,delhi airfares,Broad,Google_Yearlong 2006,Google|Delhi,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,15.00,31.20,2.08,137.00,0.11,1.01,0.00,0.00,0.00,31.20,0.00
K435,Google - US,4.3E+16,rome cheap flights,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,7.00,31.51,4.50,47.00,0.15,1.59,0.00,0.00,0.00,31.51,0.00
K435,Google - US,4.3E+16,spain cheap tickets,Broad,Google_Yearlong 2006,Google|Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,19.00,31.61,1.66,192.00,0.10,2.50,0.00,0.00,0.00,31.61,0.00
K435,Google - US,4.3E+16,madrid cheap flights,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,40.00,31.79,0.79,2451.00,0.02,4.25,0.00,0.00,0.00,31.79,0.00
K435,Google - US,4.3E+16,paris airport,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,31.80,4.54,171.00,0.04,1.30,0.00,0.00,0.00,31.80,0.00
K435,Google - US,4.3E+16,france airports,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,30.00,31.84,1.06,735.00,0.04,1.06,0.00,0.00,0.00,31.84,0.00
K435,Google - US,4.3E+16,italy flights,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,11.00,32.18,2.93,295.00,0.04,1.39,0.00,0.00,0.00,32.18,0.00
K435,Google - US,4.3E+16,paris airline tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,13.00,32.26,2.48,94.00,0.14,1.96,0.00,0.00,0.00,32.26,0.00
K435,Google - US,4.3E+16,delhi travel,Broad,Google_Yearlong 2006,Google|Delhi,delhi,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,20.00,32.30,1.62,1408.00,0.01,1.05,0.00,0.00,0.00,32.30,0.00
K435,Google - US,4.3E+16,india cheap tickets,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,17.00,32.42,1.91,283.00,0.06,1.44,0.00,0.00,0.00,32.42,0.00
K435,Google - US,4.3E+16,[istanbul flights],Exact,Western Europe Destinations,Istanbul,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,21.00,32.54,1.55,279.00,0.08,4.06,0.00,0.00,0.00,32.54,0.00
K435,Google - US,4.3E+16,berlin cheap flights,Broad,Google_Yearlong 2006,Google|Berlin,berlin,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,32.66,2.97,394.00,0.03,1.03,0.00,0.00,0.00,32.66,0.00
K435,Google - US,4.3E+16,rome tickets,Broad,Geo Targeted Boston,Boston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,32.68,4.08,118.00,0.07,2.08,0.00,0.00,0.00,32.68,0.00
K435,Google - US,4.3E+16,rome cheap tickets,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,33.22,3.02,40.00,0.28,2.37,0.00,0.00,0.00,33.22,0.00
K435,Google - US,4.3E+16,rome cheap flights,Broad,Geo Targeted Boston,Boston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,33.46,4.78,66.00,0.11,1.63,0.00,0.00,0.00,33.46,0.00
K435,Google - US,4.3E+16,barcelona flight,Broad,Geo Targeted New York,New York to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,11.00,33.85,3.08,149.00,0.07,1.65,0.00,0.00,0.00,33.85,0.00
K435,Google - US,4.3E+16,milan cheap flights,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,34.00,33.89,1.00,1388.00,0.02,5.39,0.00,0.00,0.00,33.89,0.00
K435,Google - US,4.3E+16,turkey airline,Broad,Western Europe Destinations,Turkey,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,22.00,33.95,1.54,737.00,0.03,1.22,0.00,0.00,0.00,33.95,0.00
